fid,id,N37W123,X,Y
"2673","42",,5986973.2209000001,2000130.0367000001
"2674","42",,5987973.2209000001,2000130.0367000001
"2675","42",,5988973.2209000001,2000130.0367000001
"2676","42",,5989973.2209000001,2000130.0367000001
"2677","42",,5990973.2209000001,2000130.0367000001
"2678","42",,5991973.2209000001,2000130.0367000001
"2679","42",,5992973.2209000001,2000130.0367000001
"2680","42",,5993973.2209000001,2000130.0367000001
"2681","42",,5994973.2209000001,2000130.0367000001
"2682","42",,5995973.2209000001,2000130.0367000001
"2683","42",,5996973.2209000001,2000130.0367000001
"2684","42",,5997973.2209000001,2000130.0367000001
"2685","42",,5998973.2209000001,2000130.0367000001
"2686","42",,5999973.2209000001,2000130.0367000001
"2687","42",,6000973.2209000001,2000130.0367000001
"2688","42",,6001973.2209000001,2000130.0367000001
"2689","42",,6002973.2209000001,2000130.0367000001
"2690","42",,6003973.2209000001,2000130.0367000001
"2691","42",,6004973.2209000001,2000130.0367000001
"2692","42",,6005973.2209000001,2000130.0367000001
"2693","42",,6006973.2209000001,2000130.0367000001
"2694","42",,6007973.2209000001,2000130.0367000001
"2695","42",,6008973.2209000001,2000130.0367000001
"2696","42",,6009973.2209000001,2000130.0367000001
"2697","42",,6010973.2209000001,2000130.0367000001
"2698","42",,6011973.2209000001,2000130.0367000001
"2699","42",,6012973.2209000001,2000130.0367000001
"2700","42",,6013973.2209000001,2000130.0367000001
"2701","42",,6014973.2209000001,2000130.0367000001
"2702","42",,6015973.2209000001,2000130.0367000001
"2703","42",,6016973.2209000001,2000130.0367000001
"2704","42",,6017973.2209000001,2000130.0367000001
"2705","42",,6018973.2209000001,2000130.0367000001
"2706","42",,6019973.2209000001,2000130.0367000001
"2707","42",,6020973.2209000001,2000130.0367000001
"2708","42",,6021973.2209000001,2000130.0367000001
"2709","42",,6022973.2209000001,2000130.0367000001
"2710","42",,6023973.2209000001,2000130.0367000001
"2711","42",,6024973.2209000001,2000130.0367000001
"2712","42",,6025973.2209000001,2000130.0367000001
"2713","42",,6026973.2209000001,2000130.0367000001
"2714","42",,6027973.2209000001,2000130.0367000001
"2715","42",,6028973.2209000001,2000130.0367000001
"2716","42",,6029973.2209000001,2000130.0367000001
"2717","42",,6030973.2209000001,2000130.0367000001
"2718","42",,6031973.2209000001,2000130.0367000001
"2719","42",,6032973.2209000001,2000130.0367000001
"2720","42",,6033973.2209000001,2000130.0367000001
"2721","42",,6034973.2209000001,2000130.0367000001
"2722","42",,6035973.2209000001,2000130.0367000001
"2723","42",,6036973.2209000001,2000130.0367000001
"2724","42",,6037973.2209000001,2000130.0367000001
"2725","42",,6038973.2209000001,2000130.0367000001
"2726","42",,6039973.2209000001,2000130.0367000001
"2727","42",,6040973.2209000001,2000130.0367000001
"2728","42",,6041973.2209000001,2000130.0367000001
"2729","42",,6042973.2209000001,2000130.0367000001
"2730","42",,6043973.2209000001,2000130.0367000001
"2731","42",,6044973.2209000001,2000130.0367000001
"2732","42",,6045973.2209000001,2000130.0367000001
"2733","42",,6046973.2209000001,2000130.0367000001
"2734","42",,6047973.2209000001,2000130.0367000001
"2735","42",,6048973.2209000001,2000130.0367000001
"2736","42",,6049973.2209000001,2000130.0367000001
"2737","42",,6050973.2209000001,2000130.0367000001
"2738","42",,6051973.2209000001,2000130.0367000001
"2739","42",,6052973.2209000001,2000130.0367000001
"2740","42",,6053973.2209000001,2000130.0367000001
"2741","42",,6054973.2209000001,2000130.0367000001
"2742","42",,6055973.2209000001,2000130.0367000001
"2743","42",,6056973.2209000001,2000130.0367000001
"2744","42",,6057973.2209000001,2000130.0367000001
"2745","42",,6058973.2209000001,2000130.0367000001
"2746","42",,6059973.2209000001,2000130.0367000001
"2747","42",,6060973.2209000001,2000130.0367000001
"2748","42",,6061973.2209000001,2000130.0367000001
"2749","42",,6062973.2209000001,2000130.0367000001
"2750","42",,6063973.2209000001,2000130.0367000001
"2751","42",,6064973.2209000001,2000130.0367000001
"2752","42",,6065973.2209000001,2000130.0367000001
"2753","42",,6066973.2209000001,2000130.0367000001
"2754","42",,6067973.2209000001,2000130.0367000001
"2755","42",,6068973.2209000001,2000130.0367000001
"2756","42",,6069973.2209000001,2000130.0367000001
"2757","42",,6070973.2209000001,2000130.0367000001
"2758","42",,6071973.2209000001,2000130.0367000001
"2759","42",,6072973.2209000001,2000130.0367000001
"2760","42",,6073973.2209000001,2000130.0367000001
"2761","42",,6074973.2209000001,2000130.0367000001
"2762","42",,6075973.2209000001,2000130.0367000001
"2763","42",,6076973.2209000001,2000130.0367000001
"2764","42",,6077973.2209000001,2000130.0367000001
"2765","42",,6078973.2209000001,2000130.0367000001
"2766","42",,6079973.2209000001,2000130.0367000001
"2767","42",,6080973.2209000001,2000130.0367000001
"2768","42",,6081973.2209000001,2000130.0367000001
"2769","42",,6082973.2209000001,2000130.0367000001
"2770","42",,6083973.2209000001,2000130.0367000001
"2771","42",,6084973.2209000001,2000130.0367000001
"2772","42",,6085973.2209000001,2000130.0367000001
"2773","42",,6086973.2209000001,2000130.0367000001
"2774","42",,6087973.2209000001,2000130.0367000001
"2775","42",,6088973.2209000001,2000130.0367000001
"2776","42",,6089973.2209000001,2000130.0367000001
"2777","42",,6090973.2209000001,2000130.0367000001
"2778","42",,6091973.2209000001,2000130.0367000001
"2779","42",,6092973.2209000001,2000130.0367000001
"2780","42",,6093973.2209000001,2000130.0367000001
"2781","42",,6094973.2209000001,2000130.0367000001
"2782","42",,6095973.2209000001,2000130.0367000001
"2783","42",,6096973.2209000001,2000130.0367000001
"2784","42",,6097973.2209000001,2000130.0367000001
"2785","42",,6098973.2209000001,2000130.0367000001
"2786","42",,6099973.2209000001,2000130.0367000001
"2787","42",,6100973.2209000001,2000130.0367000001
"2788","42",,6101973.2209000001,2000130.0367000001
"2789","42",,6102973.2209000001,2000130.0367000001
"2790","42",,6103973.2209000001,2000130.0367000001
"2791","42",,6104973.2209000001,2000130.0367000001
"2792","42",,6105973.2209000001,2000130.0367000001
"2793","42",,6106973.2209000001,2000130.0367000001
"2794","42",,6107973.2209000001,2000130.0367000001
"2795","42",,6108973.2209000001,2000130.0367000001
"2796","42",,6109973.2209000001,2000130.0367000001
"2797","42",,6110973.2209000001,2000130.0367000001
"2798","42",,6111973.2209000001,2000130.0367000001
"2799","42",,6112973.2209000001,2000130.0367000001
"2800","42",,6113973.2209000001,2000130.0367000001
"2801","42",,6114973.2209000001,2000130.0367000001
"2802","42",,6115973.2209000001,2000130.0367000001
"2803","42",,6116973.2209000001,2000130.0367000001
"2804","42",,6117973.2209000001,2000130.0367000001
"2805","42",,6118973.2209000001,2000130.0367000001
"2806","42",,6119973.2209000001,2000130.0367000001
"2807","42",,6120973.2209000001,2000130.0367000001
"2808","42",,6121973.2209000001,2000130.0367000001
"2809","42",,6122973.2209000001,2000130.0367000001
"2810","42",,6123973.2209000001,2000130.0367000001
"2811","42",,6124973.2209000001,2000130.0367000001
"2812","42",,6125973.2209000001,2000130.0367000001
"2813","42",,6126973.2209000001,2000130.0367000001
"2814","42",,6127973.2209000001,2000130.0367000001
"2815","42",,6128973.2209000001,2000130.0367000001
"2816","42",,6129973.2209000001,2000130.0367000001
"2817","42",,6130973.2209000001,2000130.0367000001
"2818","42",,6131973.2209000001,2000130.0367000001
"2819","42",,6132973.2209000001,2000130.0367000001
"2820","42",,6133973.2209000001,2000130.0367000001
"2821","42",,6134973.2209000001,2000130.0367000001
"2822","42",,6135973.2209000001,2000130.0367000001
"2823","42",,6136973.2209000001,2000130.0367000001
"2824","42",,6137973.2209000001,2000130.0367000001
"2825","42",,6138973.2209000001,2000130.0367000001
"2826","42",,6139973.2209000001,2000130.0367000001
"2827","42",,6140973.2209000001,2000130.0367000001
"2828","42",,6141973.2209000001,2000130.0367000001
"2829","42",,6142973.2209000001,2000130.0367000001
"2830","42",,6143973.2209000001,2000130.0367000001
"2831","42",,6144973.2209000001,2000130.0367000001
"2832","42",,6145973.2209000001,2000130.0367000001
"2833","42",,6146973.2209000001,2000130.0367000001
"2834","42",,6147973.2209000001,2000130.0367000001
"2835","42",,6148973.2209000001,2000130.0367000001
"2836","45",,5960973.2209000001,1990287.5170000000
"2837","45",,5961973.2209000001,1990287.5170000000
"2838","45",,5962973.2209000001,1990287.5170000000
"2839","45",,5963973.2209000001,1990287.5170000000
"2840","45",,5964973.2209000001,1990287.5170000000
"2841","45",,5965973.2209000001,1990287.5170000000
"2842","45",,5966973.2209000001,1990287.5170000000
"2843","45",,5967973.2209000001,1990287.5170000000
"2844","45",,5968973.2209000001,1990287.5170000000
"2845","45",,5969973.2209000001,1990287.5170000000
"2846","45",,5970973.2209000001,1990287.5170000000
"2847","45",,5971973.2209000001,1990287.5170000000
"2848","45",,5972973.2209000001,1990287.5170000000
"2849","45",,5973973.2209000001,1990287.5170000000
"2850","45",,5974973.2209000001,1990287.5170000000
"2851","45",,5975973.2209000001,1990287.5170000000
"2852","45",,5976973.2209000001,1990287.5170000000
"2853","45",,5977973.2209000001,1990287.5170000000
"2854","45",,5978973.2209000001,1990287.5170000000
"2855","45",,5979973.2209000001,1990287.5170000000
"2856","45",,5980973.2209000001,1990287.5170000000
"2857","45",,5981973.2209000001,1990287.5170000000
"2858","45",,5982973.2209000001,1990287.5170000000
"2859","45",,5983973.2209000001,1990287.5170000000
"2860","45",,5984973.2209000001,1990287.5170000000
"2861","45",,5985973.2209000001,1990287.5170000000
"2862","45",,5986973.2209000001,1990287.5170000000
"2863","45",,5987973.2209000001,1990287.5170000000
"2864","45",,5988973.2209000001,1990287.5170000000
"2865","45",,5989973.2209000001,1990287.5170000000
"2866","45",,5990973.2209000001,1990287.5170000000
"2867","45",,5991973.2209000001,1990287.5170000000
"2868","45",,5992973.2209000001,1990287.5170000000
"2869","45",,5993973.2209000001,1990287.5170000000
"2870","45",,5994973.2209000001,1990287.5170000000
"2871","45",,5995973.2209000001,1990287.5170000000
"2872","45",,5996973.2209000001,1990287.5170000000
"2873","45",,5997973.2209000001,1990287.5170000000
"2874","45",,5998973.2209000001,1990287.5170000000
"2875","45",,5999973.2209000001,1990287.5170000000
"2876","45",,6000973.2209000001,1990287.5170000000
"2877","45",,6001973.2209000001,1990287.5170000000
"2878","45",,6002973.2209000001,1990287.5170000000
"2879","45",,6003973.2209000001,1990287.5170000000
"2880","45",,6004973.2209000001,1990287.5170000000
"2881","45",,6005973.2209000001,1990287.5170000000
"2882","45",,6006973.2209000001,1990287.5170000000
"2883","45",,6007973.2209000001,1990287.5170000000
"2884","45",,6008973.2209000001,1990287.5170000000
"2885","45",,6009973.2209000001,1990287.5170000000
"2886","45",,6010973.2209000001,1990287.5170000000
"2887","45",,6011973.2209000001,1990287.5170000000
"2888","45",,6012973.2209000001,1990287.5170000000
"2889","45",,6013973.2209000001,1990287.5170000000
"2890","45",,6014973.2209000001,1990287.5170000000
"2891","45",,6015973.2209000001,1990287.5170000000
"2892","45",,6016973.2209000001,1990287.5170000000
"2893","45",,6017973.2209000001,1990287.5170000000
"2894","45",,6018973.2209000001,1990287.5170000000
"2895","45",,6019973.2209000001,1990287.5170000000
"2896","45",,6020973.2209000001,1990287.5170000000
"2897","45",,6021973.2209000001,1990287.5170000000
"2898","45",,6022973.2209000001,1990287.5170000000
"2899","45",,6023973.2209000001,1990287.5170000000
"2900","45",,6024973.2209000001,1990287.5170000000
"2901","45",,6025973.2209000001,1990287.5170000000
"2902","45",,6026973.2209000001,1990287.5170000000
"2903","45",,6027973.2209000001,1990287.5170000000
"2904","45",,6028973.2209000001,1990287.5170000000
"2905","45",,6029973.2209000001,1990287.5170000000
"2906","45",,6030973.2209000001,1990287.5170000000
"2907","45",,6031973.2209000001,1990287.5170000000
"2908","45",,6032973.2209000001,1990287.5170000000
"2909","45",,6033973.2209000001,1990287.5170000000
"2910","45",,6034973.2209000001,1990287.5170000000
"2911","45",,6035973.2209000001,1990287.5170000000
"2912","45",,6036973.2209000001,1990287.5170000000
"2913","45",,6037973.2209000001,1990287.5170000000
"2914","45",,6038973.2209000001,1990287.5170000000
"2915","45",,6039973.2209000001,1990287.5170000000
"2916","45",,6040973.2209000001,1990287.5170000000
"2917","45",,6041973.2209000001,1990287.5170000000
"2918","45",,6042973.2209000001,1990287.5170000000
"2919","45",,6043973.2209000001,1990287.5170000000
"2920","45",,6044973.2209000001,1990287.5170000000
"2921","45",,6045973.2209000001,1990287.5170000000
"2922","45",,6046973.2209000001,1990287.5170000000
"2923","45",,6047973.2209000001,1990287.5170000000
"2924","45",,6048973.2209000001,1990287.5170000000
"2925","45",,6049973.2209000001,1990287.5170000000
"2926","45",,6050973.2209000001,1990287.5170000000
"2927","45",,6051973.2209000001,1990287.5170000000
"2928","45",,6052973.2209000001,1990287.5170000000
"2929","45",,6053973.2209000001,1990287.5170000000
"2930","45",,6054973.2209000001,1990287.5170000000
"2931","45",,6055973.2209000001,1990287.5170000000
"2932","45",,6056973.2209000001,1990287.5170000000
"2933","45",,6057973.2209000001,1990287.5170000000
"2934","45",,6058973.2209000001,1990287.5170000000
"2935","45",,6059973.2209000001,1990287.5170000000
"2936","45",,6060973.2209000001,1990287.5170000000
"2937","45",,6061973.2209000001,1990287.5170000000
"2938","45",,6062973.2209000001,1990287.5170000000
"2939","45",,6063973.2209000001,1990287.5170000000
"2940","45",,6064973.2209000001,1990287.5170000000
"2941","45",,6065973.2209000001,1990287.5170000000
"2942","45",,6066973.2209000001,1990287.5170000000
"2943","45",,6067973.2209000001,1990287.5170000000
"2944","45",,6068973.2209000001,1990287.5170000000
"2945","45",,6069973.2209000001,1990287.5170000000
"2946","45",,6070973.2209000001,1990287.5170000000
"2947","45",,6071973.2209000001,1990287.5170000000
"2948","45",,6072973.2209000001,1990287.5170000000
"2949","45",,6073973.2209000001,1990287.5170000000
"2950","45",,6074973.2209000001,1990287.5170000000
"2951","45",,6075973.2209000001,1990287.5170000000
"2952","45",,6076973.2209000001,1990287.5170000000
"2953","45",,6077973.2209000001,1990287.5170000000
"2954","45",,6078973.2209000001,1990287.5170000000
"2955","45",,6079973.2209000001,1990287.5170000000
"2956","45",,6080973.2209000001,1990287.5170000000
"2957","45",,6081973.2209000001,1990287.5170000000
"2958","45",,6082973.2209000001,1990287.5170000000
"2959","45",,6083973.2209000001,1990287.5170000000
"2960","45",,6084973.2209000001,1990287.5170000000
"2961","45",,6085973.2209000001,1990287.5170000000
"2962","45",,6086973.2209000001,1990287.5170000000
"2963","45",,6087973.2209000001,1990287.5170000000
"2964","45",,6088973.2209000001,1990287.5170000000
"2965","45",,6089973.2209000001,1990287.5170000000
"2966","45",,6090973.2209000001,1990287.5170000000
"2967","45",,6091973.2209000001,1990287.5170000000
"2968","45",,6092973.2209000001,1990287.5170000000
"2969","45",,6093973.2209000001,1990287.5170000000
"2970","45",,6094973.2209000001,1990287.5170000000
"2971","45",,6095973.2209000001,1990287.5170000000
"2972","45",,6096973.2209000001,1990287.5170000000
"2973","45",,6097973.2209000001,1990287.5170000000
"2974","45",,6098973.2209000001,1990287.5170000000
"2975","45",,6099973.2209000001,1990287.5170000000
"2976","45",,6100973.2209000001,1990287.5170000000
"2977","45",,6101973.2209000001,1990287.5170000000
"2978","45",,6102973.2209000001,1990287.5170000000
"2979","45",,6103973.2209000001,1990287.5170000000
"2980","45",,6104973.2209000001,1990287.5170000000
"2981","45",,6105973.2209000001,1990287.5170000000
"2982","45",,6106973.2209000001,1990287.5170000000
"2983","45",,6107973.2209000001,1990287.5170000000
"2984","45",,6108973.2209000001,1990287.5170000000
"2985","45",,6109973.2209000001,1990287.5170000000
"2986","45",,6110973.2209000001,1990287.5170000000
"2987","45",,6111973.2209000001,1990287.5170000000
"2988","45",,6112973.2209000001,1990287.5170000000
"2989","45",,6113973.2209000001,1990287.5170000000
"2990","45",,6114973.2209000001,1990287.5170000000
"2991","45",,6115973.2209000001,1990287.5170000000
"2992","45",,6116973.2209000001,1990287.5170000000
"2993","45",,6117973.2209000001,1990287.5170000000
"2994","45",,6118973.2209000001,1990287.5170000000
"2995","45",,6119973.2209000001,1990287.5170000000
"2996","45",,6120973.2209000001,1990287.5170000000
"2997","45",,6121973.2209000001,1990287.5170000000
"2998","45",,6122973.2209000001,1990287.5170000000
"2999","45",,6123973.2209000001,1990287.5170000000
"3000","45",,6124973.2209000001,1990287.5170000000
"3001","45",,6125973.2209000001,1990287.5170000000
"3002","45",,6126973.2209000001,1990287.5170000000
"3003","45",,6127973.2209000001,1990287.5170000000
"3004","45",,6128973.2209000001,1990287.5170000000
"3005","45",,6129973.2209000001,1990287.5170000000
"3006","45",,6130973.2209000001,1990287.5170000000
"3007","45",,6131973.2209000001,1990287.5170000000
"3008","45",,6132973.2209000001,1990287.5170000000
"3009","45",,6133973.2209000001,1990287.5170000000
"3010","45",,6134973.2209000001,1990287.5170000000
"3011","45",,6135973.2209000001,1990287.5170000000
"3012","45",,6136973.2209000001,1990287.5170000000
"3013","45",,6137973.2209000001,1990287.5170000000
"3014","45",,6138973.2209000001,1990287.5170000000
"3015","45",,6139973.2209000001,1990287.5170000000
"3016","45",,6140973.2209000001,1990287.5170000000
"3017","45",,6141973.2209000001,1990287.5170000000
"3018","45",,6142973.2209000001,1990287.5170000000
"3019","45",,6143973.2209000001,1990287.5170000000
"3020","45",,6144973.2209000001,1990287.5170000000
"3021","45",,6145973.2209000001,1990287.5170000000
"3022","45",,6146973.2209000001,1990287.5170000000
"3023","45",,6147973.2209000001,1990287.5170000000
"3024","45",,6148973.2209000001,1990287.5170000000
"3025","44",,5960973.2209000001,1993568.3569000000
"3026","44",,5961973.2209000001,1993568.3569000000
"3027","44",,5962973.2209000001,1993568.3569000000
"3028","44",,5963973.2209000001,1993568.3569000000
"3029","44",,5964973.2209000001,1993568.3569000000
"3030","44",,5965973.2209000001,1993568.3569000000
"3031","44",,5966973.2209000001,1993568.3569000000
"3032","44",,5967973.2209000001,1993568.3569000000
"3033","44",,5968973.2209000001,1993568.3569000000
"3034","44",,5969973.2209000001,1993568.3569000000
"3035","44",,5970973.2209000001,1993568.3569000000
"3036","44",,5971973.2209000001,1993568.3569000000
"3037","44",,5972973.2209000001,1993568.3569000000
"3038","44",,5973973.2209000001,1993568.3569000000
"3039","44",,5974973.2209000001,1993568.3569000000
"3040","44",,5975973.2209000001,1993568.3569000000
"3041","44",,5976973.2209000001,1993568.3569000000
"3042","44",,5977973.2209000001,1993568.3569000000
"3043","44",,5978973.2209000001,1993568.3569000000
"3044","44",,5979973.2209000001,1993568.3569000000
"3045","44",,5980973.2209000001,1993568.3569000000
"3046","44",,5981973.2209000001,1993568.3569000000
"3047","44",,5982973.2209000001,1993568.3569000000
"3048","44",,5983973.2209000001,1993568.3569000000
"3049","44",,5984973.2209000001,1993568.3569000000
"3050","44",,5985973.2209000001,1993568.3569000000
"3051","44",,5986973.2209000001,1993568.3569000000
"3052","44",,5987973.2209000001,1993568.3569000000
"3053","44",,5988973.2209000001,1993568.3569000000
"3054","44",,5989973.2209000001,1993568.3569000000
"3055","44",,5990973.2209000001,1993568.3569000000
"3056","44",,5991973.2209000001,1993568.3569000000
"3057","44",,5992973.2209000001,1993568.3569000000
"3058","44",,5993973.2209000001,1993568.3569000000
"3059","44",,5994973.2209000001,1993568.3569000000
"3060","44",,5995973.2209000001,1993568.3569000000
"3061","44",,5996973.2209000001,1993568.3569000000
"3062","44",,5997973.2209000001,1993568.3569000000
"3063","44",,5998973.2209000001,1993568.3569000000
"3064","44",,5999973.2209000001,1993568.3569000000
"3065","44",,6000973.2209000001,1993568.3569000000
"3066","44",,6001973.2209000001,1993568.3569000000
"3067","44",,6002973.2209000001,1993568.3569000000
"3068","44",,6003973.2209000001,1993568.3569000000
"3069","44",,6004973.2209000001,1993568.3569000000
"3070","44",,6005973.2209000001,1993568.3569000000
"3071","44",,6006973.2209000001,1993568.3569000000
"3072","44",,6007973.2209000001,1993568.3569000000
"3073","44",,6008973.2209000001,1993568.3569000000
"3074","44",,6009973.2209000001,1993568.3569000000
"3075","44",,6010973.2209000001,1993568.3569000000
"3076","44",,6011973.2209000001,1993568.3569000000
"3077","44",,6012973.2209000001,1993568.3569000000
"3078","44",,6013973.2209000001,1993568.3569000000
"3079","44",,6014973.2209000001,1993568.3569000000
"3080","44",,6015973.2209000001,1993568.3569000000
"3081","44",,6016973.2209000001,1993568.3569000000
"3082","44",,6017973.2209000001,1993568.3569000000
"3083","44",,6018973.2209000001,1993568.3569000000
"3084","44",,6019973.2209000001,1993568.3569000000
"3085","44",,6020973.2209000001,1993568.3569000000
"3086","44",,6021973.2209000001,1993568.3569000000
"3087","44",,6022973.2209000001,1993568.3569000000
"3088","44",,6023973.2209000001,1993568.3569000000
"3089","44",,6024973.2209000001,1993568.3569000000
"3090","44",,6025973.2209000001,1993568.3569000000
"3091","44",,6026973.2209000001,1993568.3569000000
"3092","44",,6027973.2209000001,1993568.3569000000
"3093","44",,6028973.2209000001,1993568.3569000000
"3094","44",,6029973.2209000001,1993568.3569000000
"3095","44",,6030973.2209000001,1993568.3569000000
"3096","44",,6031973.2209000001,1993568.3569000000
"3097","44",,6032973.2209000001,1993568.3569000000
"3098","44",,6033973.2209000001,1993568.3569000000
"3099","44",,6034973.2209000001,1993568.3569000000
"3100","44",,6035973.2209000001,1993568.3569000000
"3101","44",,6036973.2209000001,1993568.3569000000
"3102","44",,6037973.2209000001,1993568.3569000000
"3103","44",,6038973.2209000001,1993568.3569000000
"3104","44",,6039973.2209000001,1993568.3569000000
"3105","44",,6040973.2209000001,1993568.3569000000
"3106","44",,6041973.2209000001,1993568.3569000000
"3107","44",,6042973.2209000001,1993568.3569000000
"3108","44",,6043973.2209000001,1993568.3569000000
"3109","44",,6044973.2209000001,1993568.3569000000
"3110","44",,6045973.2209000001,1993568.3569000000
"3111","44",,6046973.2209000001,1993568.3569000000
"3112","44",,6047973.2209000001,1993568.3569000000
"3113","44",,6048973.2209000001,1993568.3569000000
"3114","44",,6049973.2209000001,1993568.3569000000
"3115","44",,6050973.2209000001,1993568.3569000000
"3116","44",,6051973.2209000001,1993568.3569000000
"3117","44",,6052973.2209000001,1993568.3569000000
"3118","44",,6053973.2209000001,1993568.3569000000
"3119","44",,6054973.2209000001,1993568.3569000000
"3120","44",,6055973.2209000001,1993568.3569000000
"3121","44",,6056973.2209000001,1993568.3569000000
"3122","44",,6057973.2209000001,1993568.3569000000
"3123","44",,6058973.2209000001,1993568.3569000000
"3124","44",,6059973.2209000001,1993568.3569000000
"3125","44",,6060973.2209000001,1993568.3569000000
"3126","44",,6061973.2209000001,1993568.3569000000
"3127","44",,6062973.2209000001,1993568.3569000000
"3128","44",,6063973.2209000001,1993568.3569000000
"3129","44",,6064973.2209000001,1993568.3569000000
"3130","44",,6065973.2209000001,1993568.3569000000
"3131","44",,6066973.2209000001,1993568.3569000000
"3132","44",,6067973.2209000001,1993568.3569000000
"3133","44",,6068973.2209000001,1993568.3569000000
"3134","44",,6069973.2209000001,1993568.3569000000
"3135","44",,6070973.2209000001,1993568.3569000000
"3136","44",,6071973.2209000001,1993568.3569000000
"3137","44",,6072973.2209000001,1993568.3569000000
"3138","44",,6073973.2209000001,1993568.3569000000
"3139","44",,6074973.2209000001,1993568.3569000000
"3140","44",,6075973.2209000001,1993568.3569000000
"3141","44",,6076973.2209000001,1993568.3569000000
"3142","44",,6077973.2209000001,1993568.3569000000
"3143","44",,6078973.2209000001,1993568.3569000000
"3144","44",,6079973.2209000001,1993568.3569000000
"3145","44",,6080973.2209000001,1993568.3569000000
"3146","44",,6081973.2209000001,1993568.3569000000
"3147","44",,6082973.2209000001,1993568.3569000000
"3148","44",,6083973.2209000001,1993568.3569000000
"3149","44",,6084973.2209000001,1993568.3569000000
"3150","44",,6085973.2209000001,1993568.3569000000
"3151","44",,6086973.2209000001,1993568.3569000000
"3152","44",,6087973.2209000001,1993568.3569000000
"3153","44",,6088973.2209000001,1993568.3569000000
"3154","44",,6089973.2209000001,1993568.3569000000
"3155","44",,6090973.2209000001,1993568.3569000000
"3156","44",,6091973.2209000001,1993568.3569000000
"3157","44",,6092973.2209000001,1993568.3569000000
"3158","44",,6093973.2209000001,1993568.3569000000
"3159","44",,6094973.2209000001,1993568.3569000000
"3160","44",,6095973.2209000001,1993568.3569000000
"3161","44",,6096973.2209000001,1993568.3569000000
"3162","44",,6097973.2209000001,1993568.3569000000
"3163","44",,6098973.2209000001,1993568.3569000000
"3164","44",,6099973.2209000001,1993568.3569000000
"3165","44",,6100973.2209000001,1993568.3569000000
"3166","44",,6101973.2209000001,1993568.3569000000
"3167","44",,6102973.2209000001,1993568.3569000000
"3168","44",,6103973.2209000001,1993568.3569000000
"3169","44",,6104973.2209000001,1993568.3569000000
"3170","44",,6105973.2209000001,1993568.3569000000
"3171","44",,6106973.2209000001,1993568.3569000000
"3172","44",,6107973.2209000001,1993568.3569000000
"3173","44",,6108973.2209000001,1993568.3569000000
"3174","44",,6109973.2209000001,1993568.3569000000
"3175","44",,6110973.2209000001,1993568.3569000000
"3176","44",,6111973.2209000001,1993568.3569000000
"3177","44",,6112973.2209000001,1993568.3569000000
"3178","44",,6113973.2209000001,1993568.3569000000
"3179","44",,6114973.2209000001,1993568.3569000000
"3180","44",,6115973.2209000001,1993568.3569000000
"3181","44",,6116973.2209000001,1993568.3569000000
"3182","44",,6117973.2209000001,1993568.3569000000
"3183","44",,6118973.2209000001,1993568.3569000000
"3184","44",,6119973.2209000001,1993568.3569000000
"3185","44",,6120973.2209000001,1993568.3569000000
"3186","44",,6121973.2209000001,1993568.3569000000
"3187","44",,6122973.2209000001,1993568.3569000000
"3188","44",,6123973.2209000001,1993568.3569000000
"3189","44",,6124973.2209000001,1993568.3569000000
"3190","44",,6125973.2209000001,1993568.3569000000
"3191","44",,6126973.2209000001,1993568.3569000000
"3192","44",,6127973.2209000001,1993568.3569000000
"3193","44",,6128973.2209000001,1993568.3569000000
"3194","44",,6129973.2209000001,1993568.3569000000
"3195","44",,6130973.2209000001,1993568.3569000000
"3196","44",,6131973.2209000001,1993568.3569000000
"3197","44",,6132973.2209000001,1993568.3569000000
"3198","44",,6133973.2209000001,1993568.3569000000
"3199","44",,6134973.2209000001,1993568.3569000000
"3200","44",,6135973.2209000001,1993568.3569000000
"3201","44",,6136973.2209000001,1993568.3569000000
"3202","44",,6137973.2209000001,1993568.3569000000
"3203","44",,6138973.2209000001,1993568.3569000000
"3204","44",,6139973.2209000001,1993568.3569000000
"3205","44",,6140973.2209000001,1993568.3569000000
"3206","44",,6141973.2209000001,1993568.3569000000
"3207","44",,6142973.2209000001,1993568.3569000000
"3208","44",,6143973.2209000001,1993568.3569000000
"3209","44",,6144973.2209000001,1993568.3569000000
"3210","44",,6145973.2209000001,1993568.3569000000
"3211","44",,6146973.2209000001,1993568.3569000000
"3212","44",,6147973.2209000001,1993568.3569000000
"3213","44",,6148973.2209000001,1993568.3569000000
"3214","47",,5960973.2209000001,1983725.8372000000
"3215","47",,5961973.2209000001,1983725.8372000000
"3216","47",,5962973.2209000001,1983725.8372000000
"3217","47",,5963973.2209000001,1983725.8372000000
"3218","47",,5964973.2209000001,1983725.8372000000
"3219","47",,5965973.2209000001,1983725.8372000000
"3220","47",,5966973.2209000001,1983725.8372000000
"3221","47",,5967973.2209000001,1983725.8372000000
"3222","47",,5968973.2209000001,1983725.8372000000
"3223","47",,5969973.2209000001,1983725.8372000000
"3224","47",,5970973.2209000001,1983725.8372000000
"3225","47",,5971973.2209000001,1983725.8372000000
"3226","47",,5972973.2209000001,1983725.8372000000
"3227","47",,5973973.2209000001,1983725.8372000000
"3228","47",,5974973.2209000001,1983725.8372000000
"3229","47",,5975973.2209000001,1983725.8372000000
"3230","47",,5976973.2209000001,1983725.8372000000
"3231","47",,5977973.2209000001,1983725.8372000000
